Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
7502622267,"Jul 21, 2022, 1:31:12 AM",wednesday easy,Run,later start than intended bc got caught watching world champs. on the podcast-while-running grind & vibing w it.,2272,8.05,164.0,44,false,,HOKA Clifton 8 cliftons black,activities/7998727298.fit.gz,,,2272.0,2272.0,8057.9,4.648,3.547,65.4,198.0,112.3,149.0,8.5,0.0,,,87.0,82.0,,147.0,,,466.0,,,44.0,,,,,,,,,,,0.0,,0.0,,1.0,8143.9,1658365184.0,1.0,20.5,20.5,12.2,0.59,1017.5,2.9,4.5,317.0,0.0,1658322304.0,1658374144.0,0.77,,10877305.0,0.0,,0.03,16093.0,2.0,301.0,,,,0.0,3.547,0.0,,,,,,,,,,,,,,,,,,,,,""
7494460050,"Jul 19, 2022, 2:53:01 PM",cooldown,Run,cut it short bc i was late for work oops. stomach = 🤬,581,1.61,143.0,3,false,,Nike Zoom X nike zoom x white & blue,activities/7989779317.fit.gz,,,581.0,518.0,1614.3,3.736,3.116,5.3,59.0,95.3,100.7,3.6,0.0,,,84.0,80.0,,135.0,,,91.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,1619.2,1658239232.0,2.0,11.2,11.2,9.7,0.9,1015.9,1.8,2.4,245.0,0.0,1658235904.0,1658287744.0,0.74,,10877488.0,0.0,,0.65,12375.0,0.0,307.2,,,,0.0,2.778,0.0,,,,,,,,,,,,,,,,,,,,,""
7494459737,"Jul 19, 2022, 2:11:08 PM",40min steady state,Run,"gonna shock [strava://athletes/33506405/13]Taryn Sheehan again by saying good things about a 40min tempo :) definitely rough, esp in the last couple miles, but i think my capacity for handling these is increasing. apparently broke all my sawyer segment prs too.",2401,10.24,170.0,82,false,,Nike Zoom X nike zoom x white & blue,activities/7989778990.fit.gz,,,2401.0,2401.0,10245.1,5.742,4.267,9.8,368.0,95.3,100.7,3.2,0.0,,,95.0,84.0,,161.0,,,549.0,,,82.0,,,,,,,,,,,0.0,,0.0,,1.0,10257.0,1658239232.0,2.0,11.2,11.2,9.7,0.9,1015.9,1.8,2.4,245.0,0.0,1658235904.0,1658287744.0,0.74,,10877488.0,0.0,,0.65,12375.0,0.0,307.2,,,,0.0,4.267,0.0,,,,,,,,,,,,,,,,,,,,,""
7494458176,"Jul 19, 2022, 1:40:06 PM",warmup,Run,painful wakeup today and still started later than i wanted to :// so pretty here in the morn tho.,980,3.22,135.0,3,false,,Nike Zoom X nike zoom x white & blue,activities/7989777305.fit.gz,,,980.0,980.0,3226.1,3.977,3.292,9.4,87.0,95.3,100.7,3.3,0.0,,,88.0,82.0,,125.0,,,170.0,,,3.0,,,,,,,,,,,0.0,,0.0,,1.0,3233.4,1658235648.0,2.0,11.1,11.1,9.7,0.92,1015.4,2.9,3.7,271.0,0.0,1658235904.0,1658287744.0,0.74,,10877488.0,0.0,,0.62,11102.0,0.0,307.2,,,,0.0,3.292,0.0,,,,,,,,,,,,,,,,,,,,,""
7491336141,"Jul 18, 2022, 2:37:09 PM",monday morn,Run,"a [strava://athletes/23062419/10]Henry Saul loop, ft [strava://athletes/41443107/12]Aaron Cullen for the first mile (who rly made me get up at 6:30 just to still be sleeping when i got to henry’s house lmao). 3x lap strides to finish up.",3920,12.88,166.0,79,false,,HOKA Clifton 8 cliftons black,activities/7986359641.fit.gz,,,3920.0,3591.0,12886.8,6.392,3.589,69.2,262.0,13.7,59.5,8.3,0.0,,,99.0,82.0,,149.0,,,730.0,,,79.0,,,,,,,,,,,0.0,,0.0,,1.0,12962.3,1658152832.0,1.0,14.8,14.8,9.8,0.72,1013.6,1.1,1.6,239.0,0.0,1658149376.0,1658201344.0,0.7,,10877305.0,0.0,,0.11,16093.0,0.0,302.2,,,,0.0,3.287,1645.6,,,,,,,,,,,,,,,,,,,,,""
7480082895,"Jul 16, 2022, 5:40:12 PM",back in hell (aka nisene),Run,"tagged along (got dragged) to greyhounds practice. not quite as horrible as it used to be, but still nasty. also by myself up the incline which is never fun.",4950,14.53,175.0,110,false,,HOKA Clifton 8 cliftons black,activities/7973859234.fit.gz,,,4950.0,4608.0,14532.2,6.45,3.154,367.7,611.0,72.9,415.4,18.6,0.0,,,90.0,81.0,,153.0,,,897.0,,,110.0,,,,,,,,,,,0.0,,0.0,,1.0,15414.3,1657990784.0,1.0,18.0,18.0,11.4,0.66,1014.6,1.1,2.2,168.0,0.0,1657976576.0,1658028544.0,0.63,,10877305.0,0.0,,0.12,16093.0,5.0,295.6,,,,0.0,2.936,14533.7,,,,,,,,,,,,,,,,,,,,,""
7480080632,"Jul 16, 2022, 5:25:16 PM",slow jog warmup,Run,oh boy.,536,1.61,141.0,2,false,,HOKA Clifton 8 cliftons black,activities/7973856687.fit.gz,,,536.0,530.0,1612.9,6.186,3.043,11.9,0.0,66.4,79.0,3.0,0.0,,,88.0,82.0,,126.0,,,90.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,1620.6,1657990784.0,1.0,18.0,18.0,11.4,0.66,1014.6,1.1,2.2,168.0,0.0,1657976576.0,1658028544.0,0.63,,10877305.0,0.0,,0.12,16093.0,5.0,295.6,,,,0.0,3.009,1612.9,,,,,,,,,,,,,,,,,,,,,""
7475548993,"Jul 16, 2022, 1:32:16 AM",cooldown,Run,sweaty & shins hurt :(,1055,3.22,151.0,11,false,,Nike Zoom X nike zoom x white & blue,activities/7968883692.fit.gz,,,1055.0,1011.0,3222.1,4.21,3.187,5.2,113.0,18.6,54.5,1.2,-1.1,,,85.0,81.0,,139.0,,,189.0,,,11.0,,,,,,,,,,,0.0,,0.0,,1.0,3155.4,1657933184.0,1.0,20.6,20.6,12.1,0.58,1014.9,2.6,5.0,298.0,0.0,1657890048.0,1657942144.0,0.59,,10877488.0,0.0,,0.11,16093.0,2.0,300.2,,,,0.0,3.054,8.5,,,,,,,,,,,,,,,,,,,,,""
7475496643,"Jul 16, 2022, 1:00:51 AM",15x40sec hills,Run,throwback to beest days on the dish hill🦬🦬,1555,5.17,176.0,47,false,,Nike Zoom X nike zoom x white & blue,activities/7968824985.fit.gz,,,1555.0,1550.0,5175.9,5.627,3.339,163.5,184.0,54.9,74.1,16.3,0.0,,,102.0,83.0,,158.0,,,316.0,,,47.0,,,,,,,,,,,0.0,,0.0,,1.0,5733.8,1657933184.0,1.0,20.6,20.6,12.1,0.58,1014.9,2.6,5.0,298.0,0.0,1657890048.0,1657942144.0,0.59,,10877488.0,0.0,,0.11,16093.0,2.0,300.2,,,,0.0,3.329,0.0,,,,,,,,,,,,,,,,,,,,,""
7475414639,"Jul 16, 2022, 12:26:23 AM",warmup,Run,dinner tn making me work out while it’s still toasty.,1018,3.27,153.0,7,false,,Nike Zoom X nike zoom x white & blue,activities/7968734204.fit.gz,,,1018.0,969.0,3276.8,4.305,3.382,35.8,59.0,18.6,51.5,6.3,0.9,,,87.0,83.0,,133.0,,,183.0,,,7.0,,,,,,,,,,,0.0,,0.0,,1.0,3371.0,1657929600.0,1.0,21.0,21.0,12.1,0.57,1015.5,3.6,6.3,282.0,0.0,1657890048.0,1657942144.0,0.59,,10877488.0,0.0,,0.08,16093.0,4.0,301.1,,,,0.0,3.219,0.0,,,,,,,,,,,,,,,,,,,,,""
7479294171,"Jul 15, 2022, 2:30:00 AM",p.m. treadmill + speed dev,Run,did everything at home today to make things simpler.,990,3.21,,,false,+ 6x10sec curve sprints,HOKA Clifton 8 cliftons black,,,,990.0,990.0,3218.7,,3.251,,,,,,0.0,,,,,,,,,248.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,10877305.0,,,,,,,,,,0.0,3.251,0.0,,,,,,,,,,,,,,,,,,,,,""
7468549860,"Jul 14, 2022, 3:43:23 PM",slow a.m. ,Run,up & down chaparral. huddart is always slower than i feel like it should be🤔 maybe i was j tired haha.,2888,8.05,173.0,50,false,,HOKA Clifton 8 cliftons black,activities/7961126736.fit.gz,,,2888.0,2517.0,8054.7,5.97,3.2,146.3,281.0,129.7,246.2,26.0,0.0,,,95.0,82.0,,148.0,,,490.0,,,50.0,,,,,,,,,,,0.0,,0.0,,1.0,8424.1,1657810816.0,2.0,14.0,14.0,11.5,0.85,1015.0,1.8,2.6,224.0,0.0,1657803648.0,1657855872.0,0.55,,10877305.0,0.0,,0.42,16093.0,1.0,305.1,,,,0.0,2.789,5246.8,,,,,,,,,,,,,,,,,,,,,""
7465552956,"Jul 14, 2022, 2:16:32 AM",easy wednesday,Run,feeling a lil better today besides sore calves.,2683,8.86,166.0,42,false,,HOKA Clifton 8 cliftons black,activities/7957830469.fit.gz,,,2683.0,2555.0,8865.3,4.802,3.47,73.6,246.0,112.3,153.1,10.6,0.0,,,88.0,82.0,,145.0,,,503.0,,,42.0,,,,,,,,,,,0.0,,0.0,,1.0,8962.5,1657763968.0,1.0,20.1,20.1,13.0,0.64,1014.0,2.5,5.5,262.0,0.0,1657717248.0,1657769472.0,0.52,,10877305.0,0.0,,0.14,16093.0,1.0,304.0,,,,0.0,3.304,0.0,,,,,,,,,,,,,,,,,,,,,""
7460026461,"Jul 13, 2022, 2:33:22 AM",cooldown,Run,"exploring somewhere kinda new, decided to find the path i always drive by.",1496,4.83,150.0,20,false,,Nike Zoom X nike zoom x white & blue,activities/7951784301.fit.gz,,,1496.0,1475.0,4836.3,4.06,3.279,19.1,83.0,18.2,29.4,2.3,0.0,,,84.0,81.0,,142.0,,,283.0,,,20.0,,,,,,,,,,,0.0,,0.0,,1.0,4848.1,1657677568.0,1.0,19.4,19.4,13.6,0.69,1011.3,3.0,5.2,267.0,0.0,1657630720.0,1657683072.0,0.48,,10877488.0,0.0,,0.08,16093.0,1.0,303.4,,,,0.0,3.233,0.0,,,,,,,,,,,,,,,,,,,,,""
7459955551,"Jul 13, 2022, 1:51:48 AM",lactate test: 7x800m,Run,descending by 10sec every rep until i couldn’t. bleh.,1809,6.10,177.0,33,false,,Nike Zoom X nike zoom x white & blue,activities/7951706540.fit.gz,,,1809.0,1329.0,6100.9,6.362,4.591,0.0,100.0,19.6,19.8,1.0,0.0,,,112.0,86.0,,152.0,,,354.0,,,33.0,,,,,,,,,,,0.0,,0.0,,1.0,6101.3,1657673984.0,1.0,21.2,21.2,13.8,0.63,1011.2,3.3,5.3,272.0,0.0,1657630720.0,1657683072.0,0.48,,10877488.0,0.0,,0.04,16093.0,2.0,303.7,,,,0.0,3.373,0.0,,,,,,,,,,,,,,,,,,,,,""
7459872273,"Jul 13, 2022, 1:30:08 AM",warmup,Run,short🙄,462,1.61,143.0,2,false,,Nike Zoom X nike zoom x white & blue,activities/7951615401.fit.gz,,,462.0,462.0,1617.5,4.414,3.501,2.2,48.0,17.2,19.9,1.6,0.0,,,102.0,82.0,,130.0,,,85.0,,,2.0,,,,,,,,,,,0.0,,0.0,,1.0,1619.4,1657673984.0,1.0,21.2,21.2,13.8,0.63,1011.2,3.3,5.3,272.0,0.0,1657630720.0,1657683072.0,0.48,,10877488.0,0.0,,0.04,16093.0,2.0,303.7,,,,0.0,3.501,0.0,,,,,,,,,,,,,,,,,,,,,""
7452237710,"Jul 11, 2022, 4:23:29 PM",monday,Run,6mi + 6x15sec strides. ridiculously tired bleh.,3934,11.28,169.0,60,false,,HOKA Clifton 8 cliftons black,activities/7943284653.fit.gz,,,3934.0,3538.0,11280.8,5.043,3.188,179.7,458.0,129.7,234.3,28.7,0.0,,,92.0,82.0,,145.0,,,672.0,,,60.0,,,,,,,,,,,0.0,,0.0,,1.0,11750.1,1657555200.0,1.0,20.3,20.3,12.9,0.63,1013.5,1.1,1.9,220.0,0.0,1657544320.0,1657596800.0,0.44,,10877305.0,0.0,,0.08,16093.0,3.0,301.6,,,,0.0,2.868,7209.4,,,,,,,,,,,,,,,,,,,,,""
7448656270,"Jul 10, 2022, 10:04:32 PM",easy recovery swim,Swim,"this ended up taking forever bc the first pool we went to had zero parking and then was totally full. ended up being a nice swim tho, very hot today so perfect day for it.",1979,"1,646",142.0,11,false,,,activities/7939358013.fit.gz,,,1979.0,1937.0,1645.9,1.09,0.85,0.0,,,,0.0,0.0,,,,29.0,,117.0,,,288.0,,,11.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.832,0.0,,,,,,,,,,,,,,,,,,,,,""
7443811910,"Jul 10, 2022, 6:50:53 AM",15min just ride,Ride,"total output: 39.5 kJ
very easy flushing of the legs. & keeping ride streak alive lol.",898,4.53,,,false,,,activities/7934001140.tcx.gz,,,898.0,898.0,4538.3,5.365,5.054,0.0,,,,0.0,0.0,,,89.0,81.0,,,,44.0,54.0,,,,,,,,,,,,43.0,899.0,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.054,0.0,,,,,,,,,,,,,,,,,,,,,media/a011e3b7-95be-43c9-b82f-177f6d3f40ee.jpg
7443341363,"Jul 10, 2022, 1:57:03 AM",cooldown,Run,"rip my stomach🤧 but made it to 50 for the week, woop woop :)",1654,4.86,154.0,22,false,,Nike Zoom X nike zoom x white & blue,activities/7933479994.fit.gz,,,1654.0,1417.0,4861.5,4.215,3.431,8.4,41.0,6.0,12.3,1.4,-0.1,,,85.0,81.0,,143.0,,,279.0,,,22.0,,,,,,,,,,,0.0,,0.0,,1.0,4859.2,1657414784.0,2.0,16.1,16.1,13.4,0.84,1021.0,2.8,5.4,266.0,0.0,1657371520.0,1657424000.0,0.36,,10877488.0,0.0,,0.53,16093.0,2.0,311.7,,,,0.0,2.939,2011.6,,,,,,,,,,,,,,,,,,,,,""
7443321783,"Jul 10, 2022, 1:08:03 AM",40min steady state,Run,"shoutout to my dad for biking with me. this was tough but went surprisingly well, felt pretty strong & smooth through most of it.",2408,10.12,176.0,96,false,,Nike Zoom X nike zoom x white & blue,activities/7933458391.fit.gz,,,2408.0,2400.0,10125.6,6.03,4.219,27.9,90.0,6.0,21.9,2.4,0.0,,,92.0,85.0,,165.0,,,568.0,,,96.0,,,,,,9.0,,,,,0.0,120.0,0.0,,1.0,10146.6,1657414784.0,2.0,16.1,16.1,13.4,0.84,1021.0,2.8,5.4,266.0,0.0,1657371520.0,1657424000.0,0.36,,10877488.0,0.0,,0.53,16093.0,2.0,311.7,,,,0.0,4.205,2832.8,,,,,,,,,,,,,,,,,,,,,""
7443321452,"Jul 10, 2022, 12:37:29 AM",warmup,Run,"journeyed over the hill in search of a flat out&back and cooler weather. got both, conditions were perfect besides a little wind.",1284,3.59,145.0,5,false,,Nike Zoom X nike zoom x white & blue,activities/7933458016.fit.gz,,,1284.0,1001.0,3589.6,4.148,3.586,9.6,34.0,6.2,12.3,2.8,0.0,,,87.0,83.0,,132.0,,,183.0,,,5.0,,,,,,,,,,,0.0,,0.0,,1.0,3598.0,1657411200.0,2.0,15.8,15.8,13.4,0.86,1021.6,3.2,5.7,276.0,0.0,1657371520.0,1657424000.0,0.36,,10877488.0,0.0,,0.56,16093.0,3.0,311.0,,,,0.0,2.796,1893.4,,,,,,,,,,,,,,,,,,,,,""
7443350170,"Jul 9, 2022, 2:30:00 AM", base,Run,"watch failure. took me forever to get myself out to do this, motivation levels were low and fatigue levels were high today. got it done eventually tho.",2820,9.65,,,false,,HOKA Clifton 8 cliftons black,,,,2820.0,2820.0,9656.1,,3.424,,,,,,0.0,,,,,,,,,743.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,10877305.0,,,,,,,,,,0.0,3.424,0.0,,,,,,,,,,,,,,,,,,,,,""
7433218911,"Jul 8, 2022, 2:53:37 AM",p.m. slowww,Run,+ speed dev. lower legs feeling very beat up. also did this so late bc i was in the lab until 7:30 :////,1251,4.04,140.0,6,false,,HOKA Clifton 8 cliftons black,activities/7922329918.fit.gz,,,1251.0,1251.0,4039.4,4.233,3.229,8.0,61.0,14.5,22.6,2.1,0.0,,,88.0,82.0,,131.0,,,225.0,,,6.0,,,,,,,,,,,0.0,,0.0,,1.0,4047.2,,,,,,,,,,,,,,,,10877305.0,,,,,,,,,,0.0,3.229,0.0,,,,,,,,,,,,,,,,,,,,,""
7430450249,"Jul 7, 2022, 2:22:01 PM",a.m. with henry,Run,so. many. bugs. ew.,3117,10.46,168.0,67,false,,HOKA Clifton 8 cliftons black,activities/7919309286.fit.gz,,,3117.0,2872.0,10466.5,5.053,3.644,3.5,161.0,1.6,5.6,2.6,0.0,,,88.0,83.0,,152.0,,,604.0,,,67.0,,,,,,,,,,,0.0,,0.0,,1.0,10473.3,1657202432.0,3.0,13.6,13.6,11.6,0.88,1017.1,2.0,3.2,289.0,0.0,1657198592.0,1657251200.0,0.29,,10877305.0,0.0,,0.88,16093.0,0.0,305.1,,,,0.0,3.358,6933.3,,,,,,,,,,,,,,,,,,,,,""
7427899410,"Jul 7, 2022, 1:08:35 AM",hump day. literally. there was one big hill.,Run,"wednesday exhaustion level = me on that hill, so this was quite symbolic. this loop is always a little rough, but it’s def better in the direction i did today.",3086,10.56,175.0,73,false,,HOKA Clifton 8 cliftons black,activities/7916527313.fit.gz,,,3086.0,3079.0,10565.7,4.951,3.432,157.3,313.0,112.3,236.2,24.2,0.0,,,98.0,82.0,,151.0,,,627.0,,,73.0,,,,,,,,,,,0.0,,0.0,,1.0,11053.6,1657155584.0,2.0,19.2,19.2,13.1,0.67,1015.3,3.9,6.9,261.0,0.0,1657112192.0,1657164800.0,0.25,,10877305.0,0.0,,0.32,16093.0,2.0,304.2,,,,0.0,3.424,3743.9,,,,,,,,,,,,,,,,,,,,,""
7422513152,"Jul 6, 2022, 3:27:17 AM",cooldown,Run,very drained. need food desperately.,1020,3.22,156.0,21,false,,Nike Zoom X nike zoom x white & blue,activities/7910624615.fit.gz,,,1020.0,1020.0,3222.7,4.03,3.16,5.2,64.0,14.8,20.8,1.0,0.0,,,84.0,81.0,,148.0,,,201.0,,,21.0,,,,,,,,,,,0.0,,0.0,,1.0,3224.6,1657076352.0,2.0,18.5,18.5,14.1,0.75,1013.7,3.0,7.1,243.0,0.0,1657025664.0,1657078400.0,0.22,,10877488.0,0.0,,0.35,16093.0,0.0,317.1,,,,0.0,3.16,0.0,,,,,,,,,,,,,,,,,,,,,""
7422471017,"Jul 6, 2022, 2:35:12 AM","3x(3’ on, 2’ off, 5’ on, 3’ off)",Run,"i take back what i said about light legs. this was rly wack, felt totally fine on some reps and totally horrible on others. stomach went haywire on last one too :/",2392,9.11,179.0,103,false,,Nike Zoom X nike zoom x white & blue,activities/7910577684.fit.gz,,,2392.0,2353.0,9114.6,5.61,3.874,37.9,246.0,17.8,48.1,5.6,0.0,,,91.0,83.0,,166.0,,,534.0,,,103.0,,,,,,,,,,,0.0,,0.0,,1.0,9150.6,1657072768.0,1.0,20.2,20.2,14.0,0.68,1013.2,4.0,7.6,304.0,0.0,1657025664.0,1657078400.0,0.22,,10877488.0,0.0,,0.29,16093.0,1.0,317.5,,,,0.0,3.81,492.6,,,,,,,,,,,,,,,,,,,,,""
7422358802,"Jul 6, 2022, 2:04:26 AM",warmup,Run,late start whoops. legs feeling surprisingly light?,917,3.22,152.0,14,false,,Nike Zoom X nike zoom x white & blue,activities/7910454003.fit.gz,,,917.0,917.0,3222.7,4.098,3.514,6.0,71.0,14.8,20.9,0.9,0.0,,,86.0,82.0,,143.0,,,185.0,,,14.0,,,,,,,,,,,0.0,,0.0,,1.0,3226.3,1657072768.0,1.0,20.2,20.2,14.0,0.68,1013.2,4.0,7.6,304.0,0.0,1657025664.0,1657078400.0,0.22,,10877488.0,0.0,,0.29,16093.0,1.0,317.5,,,,0.0,3.514,0.0,,,,,,,,,,,,,,,,,,,,,""
7416270054,"Jul 4, 2022, 9:05:39 PM","monday, hmb edition",Run,"7mi + 6x15sec stride, 30sec jog —> 8mi. first half with j&l. feeling very tired post-run today, mileage is on the rise so gonna be a long week.",3686,12.88,173.0,110,false,,HOKA Clifton 8 cliftons black,activities/7903818606.fit.gz,,,3686.0,3501.0,12888.1,6.684,3.681,34.5,132.0,6.0,22.0,2.5,0.0,,,101.0,82.0,,159.0,,,761.0,,,110.0,,,,,,,,,,,0.0,,0.0,,1.0,12907.5,1656968448.0,2.0,17.9,17.9,14.4,0.8,1015.6,2.8,4.6,211.0,0.0,1656939264.0,1656992128.0,0.19,,10877305.0,0.0,,0.54,16093.0,7.0,326.6,,,,0.0,3.496,4427.2,,,,,,,,,,,,,,,,,,,,,""
7405372956,"Jul 2, 2022, 9:04:04 PM",triple threat,Run,"lollipop, chaparral, & extended rainbow all in one🥴 hills were death-inducing, downhills were panic-inducing. miramontes is also still technically closed, so there was lots of hurdling/ducking/climbing over trees involved. main takeaway is i need to start wearing contacts on trail runs…",5371,16.10,175.0,132,false,,HOKA Clifton 8 cliftons black,activities/7891817040.fit.gz,,,5371.0,5100.0,16102.3,5.57,3.157,431.0,687.0,129.7,355.7,40.4,0.0,,,90.0,82.0,,154.0,,,1017.0,,,132.0,,,,,,,,,,,0.0,,0.0,,1.0,17527.2,1656795648.0,2.0,14.9,14.9,11.0,0.78,1016.0,4.7,8.5,256.0,0.0,1656766464.0,1656819328.0,0.12,,10877305.0,0.0,,0.76,16093.0,6.0,309.2,,,,0.0,2.998,13249.0,,,,,,,,,,,,,,,,,,,,,""
7399260940,"Jul 1, 2022, 6:50:24 PM",swimmy swim,Swim,easy extra aerobic. mad about both time & distance🫠 got kicked out of my first lane in the form of the lane line literally being closed on me so that was fun.,2132,"1,532",138.0,11,false,,,activities/7885101565.fit.gz,,,2132.0,1799.0,1531.6,5.716,0.851,0.0,,,,0.0,0.0,,,,29.0,,118.0,,,268.0,,,11.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.718,0.0,,,,,,,,,,,,,,,,,,,,,""
7398366280,"Jul 1, 2022, 3:48:11 PM",my meeting got cancelled🥳,Run,wonderful news considering i was late.,725,2.43,149.0,11,false,,Nike Zoom X nike zoom x white & blue,activities/7884121313.fit.gz,,,725.0,725.0,2436.9,3.823,3.361,5.2,41.0,19.2,24.4,0.8,0.0,,,84.0,82.0,,143.0,,,143.0,,,11.0,,,,,,,,,,,0.0,,0.0,,1.0,2438.7,1656687616.0,2.0,11.4,11.4,9.3,0.87,1017.0,1.0,2.5,259.0,0.0,1656679936.0,1656732928.0,0.09,,10877488.0,0.0,,0.58,16093.0,1.0,305.2,,,,0.0,3.361,0.0,,,,,,,,,,,,,,,,,,,,,""
7398306807,"Jul 1, 2022, 3:25:16 PM",20min progressive tempo,Run,"faster every 5min. this went much better than expected, felt pretty good & comfy. tried very hard to start conservatively and build.",1202,5.12,174.0,44,false,,Nike Zoom X nike zoom x white & blue,activities/7884055308.fit.gz,,,1202.0,1202.0,5127.3,5.163,4.266,12.0,157.0,19.1,32.0,3.3,0.0,,,91.0,85.0,,162.0,,,280.0,,,44.0,,,,,,,,,,,0.0,,0.0,,1.0,5133.7,1656687616.0,2.0,11.4,11.4,9.3,0.87,1017.0,1.0,2.5,259.0,0.0,1656679936.0,1656732928.0,0.09,,10877488.0,0.0,,0.58,16093.0,1.0,305.2,,,,0.0,4.266,0.0,,,,,,,,,,,,,,,,,,,,,""
7398191211,"Jul 1, 2022, 2:48:13 PM",warmup,Run,behind schedule. flat tempo work when sawyer is partly closed lead me to atherton.,1116,3.76,139.0,4,false,,Nike Zoom X nike zoom x white & blue,activities/7883927474.fit.gz,,,1116.0,1100.0,3760.8,5.37,3.419,7.6,98.0,19.0,26.8,1.2,0.0,,,85.0,82.0,,132.0,,,199.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,3764.1,1656684032.0,2.0,10.4,10.4,9.2,0.92,1016.5,1.2,2.3,230.0,0.0,1656679936.0,1656732928.0,0.09,,10877488.0,0.0,,0.5,16093.0,0.0,305.1,,,,0.0,3.37,0.0,,,,,,,,,,,,,,,,,,,,,""
7395616580,"Jul 1, 2022, 12:48:30 AM",p.m.,Run,+ speed dev & teaching speed dev to 3 middle schoolers at my mom’s practice lol.,954,3.22,140.0,4,false,10x bleachers instead of hills,HOKA Clifton 8 cliftons black,activities/7881105770.fit.gz,,,954.0,954.0,3224.9,4.074,3.38,6.0,68.0,14.8,20.9,1.6,0.0,,,85.0,82.0,,132.0,,,175.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,3227.6,1656633600.0,1.0,16.7,16.7,10.8,0.68,1017.7,3.8,6.9,272.0,0.0,1656593536.0,1656646528.0,0.06,,10877305.0,0.0,,0.11,16093.0,4.0,304.5,,,,0.0,3.38,0.0,,,,,,,,,,,,,,,,,,,,,""
7393357153,"Jun 30, 2022, 3:02:03 PM",a.m. ,Run,"with henry for real this time, got me movin a little bit. so tough to get up this morn for no reason.",2354,8.09,169.0,47,false,,HOKA Clifton 8 cliftons black,activities/7878652589.fit.gz,,,2354.0,2199.0,8089.9,4.816,3.679,17.5,143.0,0.8,10.5,11.7,0.0,,,91.0,83.0,,149.0,,,461.0,,,47.0,,,,,,,,,,,0.0,,0.0,,1.0,8132.4,1656601216.0,2.0,10.9,10.9,9.9,0.93,1017.1,2.1,3.3,229.0,0.0,1656593536.0,1656646528.0,0.06,,10877305.0,0.0,,0.47,16093.0,1.0,303.3,,,,0.0,3.437,4874.9,,,,,,,,,,,,,,,,,,,,,""
7390685705,"Jun 30, 2022, 1:31:01 AM",30 min Power Zone Endurance Pop Ride with Matt Wilpers,Ride,"Total Output: 300.3 kJ
Leaderboard Rank: 1,248 / 5,648",1797,15.88,,,false,,,activities/7875725559.tcx.gz,,,1797.0,1797.0,15884.2,10.73,8.839,0.0,,,,0.0,0.0,,,123.0,93.0,,,,167.0,413.0,,,,,,,,,,,,176.0,1798.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.839,0.0,,,,,,,,,,,,,,,,,,,,,media/5be2cab4-01b6-427d-af31-981dae34fb01.jpg
